file_x,file_y,decision,dist_l2,y
../Data/lfw_crop/John_Snow/John_Snow_0005.jpg,../Data/lfw_crop/John_Snow/John_Snow_0008.jpg,Yes,0.9527,1
../Data/lfw_crop/Mike_Myers/Mike_Myers_0005.jpg,../Data/lfw_crop/Mike_Myers/Mike_Myers_0006.jpg,Yes,0.968,1
../Data/lfw_crop/Jennifer_Capriati/Jennifer_Capriati_0012.jpg,../Data/lfw_crop/Jennifer_Capriati/Jennifer_Capriati_0022.jpg,Yes,0.9278,1
../Data/lfw_crop/Jack_Straw/Jack_Straw_0020.jpg,../Data/lfw_crop/Jack_Straw/Jack_Straw_0023.jpg,Yes,0.9816,1
../Data/lfw_crop/Ray_Romano/Ray_Romano_0006.jpg,../Data/lfw_crop/Ray_Romano/Ray_Romano_0009.jpg,Yes,1.2256,1
../Data/lfw_crop/John_Negroponte/John_Negroponte_0014.jpg,../Data/lfw_crop/John_Negroponte/John_Negroponte_0029.jpg,Yes,1.4299,1
../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0042.jpg,../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0046.jpg,Yes,0.696,1
../Data/lfw_crop/Nestor_Kirchner/Nestor_Kirchner_0006.jpg,../Data/lfw_crop/Nestor_Kirchner/Nestor_Kirchner_0021.jpg,Yes,1.2276,1
../Data/lfw_crop/Norah_Jones/Norah_Jones_0003.jpg,../Data/lfw_crop/Norah_Jones/Norah_Jones_0009.jpg,Yes,0.7884,1
../Data/lfw_crop/Robert_Zoellick/Robert_Zoellick_0004.jpg,../Data/lfw_crop/Robert_Zoellick/Robert_Zoellick_0007.jpg,Yes,0.945,1
../Data/lfw_crop/Ari_Fleischer/Ari_Fleischer_0010.jpg,../Data/lfw_crop/Ari_Fleischer/Ari_Fleischer_0013.jpg,Yes,1.3401,1
../Data/lfw_crop/Carlos_Moya/Carlos_Moya_0009.jpg,../Data/lfw_crop/Carlos_Moya/Carlos_Moya_0011.jpg,Yes,1.1207,1
../Data/lfw_crop/Pervez_Musharraf/Pervez_Musharraf_0010.jpg,../Data/lfw_crop/Pervez_Musharraf/Pervez_Musharraf_0013.jpg,Yes,0.5505,1
../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0054.jpg,../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0058.jpg,Yes,0.7725,1
../Data/lfw_crop/Jennifer_Capriati/Jennifer_Capriati_0007.jpg,../Data/lfw_crop/Jennifer_Capriati/Jennifer_Capriati_0031.jpg,Yes,0.796,1
../Data/lfw_crop/Jennifer_Capriati/Jennifer_Capriati_0006.jpg,../Data/lfw_crop/Jennifer_Capriati/Jennifer_Capriati_0035.jpg,Yes,1.3537,1
../Data/lfw_crop/Angelina_Jolie/Angelina_Jolie_0009.jpg,../Data/lfw_crop/Angelina_Jolie/Angelina_Jolie_0018.jpg,Yes,1.4096,1
../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0001.jpg,../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0060.jpg,Yes,0.9382,1
../Data/lfw_crop/Angelina_Jolie/Angelina_Jolie_0013.jpg,../Data/lfw_crop/Angelina_Jolie/Angelina_Jolie_0014.jpg,Yes,1.0166,1
../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0003.jpg,../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0027.jpg,Yes,1.418,1
../Data/lfw_crop/Nicole_Kidman/Nicole_Kidman_0006.jpg,../Data/lfw_crop/Nicole_Kidman/Nicole_Kidman_0016.jpg,Yes,1.2892,1
../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0039.jpg,../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0055.jpg,Yes,0.851,1
../Data/lfw_crop/Jennifer_Capriati/Jennifer_Capriati_0023.jpg,../Data/lfw_crop/Jennifer_Capriati/Jennifer_Capriati_0036.jpg,Yes,1.1932,1
../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0024.jpg,../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0056.jpg,Yes,1.3593,1
../Data/lfw_crop/Jiri_Novak/Jiri_Novak_0002.jpg,../Data/lfw_crop/Jiri_Novak/Jiri_Novak_0007.jpg,Yes,1.0226,1
../Data/lfw_crop/Tom_Daschle/Tom_Daschle_0008.jpg,../Data/lfw_crop/Tom_Daschle/Tom_Daschle_0021.jpg,Yes,1.2672,1
../Data/lfw_crop/John_Bolton/John_Bolton_0002.jpg,../Data/lfw_crop/John_Bolton/John_Bolton_0012.jpg,Yes,0.954,1
../Data/lfw_crop/John_Bolton/John_Bolton_0003.jpg,../Data/lfw_crop/John_Bolton/John_Bolton_0012.jpg,Yes,0.8343,1
../Data/lfw_crop/Rubens_Barrichello/Rubens_Barrichello_0001.jpg,../Data/lfw_crop/Rubens_Barrichello/Rubens_Barrichello_0004.jpg,Yes,0.9954,1
../Data/lfw_crop/Jack_Straw/Jack_Straw_0002.jpg,../Data/lfw_crop/Jack_Straw/Jack_Straw_0027.jpg,Yes,1.286,1
../Data/lfw_crop/Mike_Krzyzewski/Mike_Krzyzewski_0002.jpg,../Data/lfw_crop/Mike_Krzyzewski/Mike_Krzyzewski_0006.jpg,Yes,0.7526,1
../Data/lfw_crop/Nestor_Kirchner/Nestor_Kirchner_0014.jpg,../Data/lfw_crop/Nestor_Kirchner/Nestor_Kirchner_0015.jpg,Yes,1.3597,1
../Data/lfw_crop/Carlos_Moya/Carlos_Moya_0002.jpg,../Data/lfw_crop/Carlos_Moya/Carlos_Moya_0014.jpg,Yes,1.0108,1
../Data/lfw_crop/Serena_Williams/Serena_Williams_0032.jpg,../Data/lfw_crop/Serena_Williams/Serena_Williams_0048.jpg,Yes,1.2651,1
../Data/lfw_crop/John_Bolton/John_Bolton_0003.jpg,../Data/lfw_crop/John_Bolton/John_Bolton_0013.jpg,Yes,0.7338,1
../Data/lfw_crop/John_Negroponte/John_Negroponte_0003.jpg,../Data/lfw_crop/John_Negroponte/John_Negroponte_0022.jpg,Yes,1.3351,1
../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0004.jpg,../Data/lfw_crop/Hugo_Chavez/Hugo_Chavez_0042.jpg,Yes,0.72,1
../Data/lfw_crop/Saddam_Hussein/Saddam_Hussein_0001.jpg,../Data/lfw_crop/Saddam_Hussein/Saddam_Hussein_0017.jpg,Yes,1.305,1
